Address,Price
"80-68 88th Rd, Woodhaven, NY 11421","749,000"
"39-25 51st St #4D, Woodside, NY 11377","529,000"
"10348 177th St, Jamaica, NY 11433","629,000"
"1566 212th St, Bayside, NY 11360","379,500"
"217-07 73rd Ave, Oakland Gardens, NY 11364","300,000"
"34-51 57th St, Woodside, NY 11377","1,380,000"
"127-01 107th Ave, South Richmond Hill, NY 11419","375,000"
"98-40 64th Ave APT 5H, Rego Park, NY 11374","429,000"
"42-42 Union St APT 5-C, Flushing, NY 11355","599,000"
"88-08 151st Ave APT 5D, Howard Beach, NY 11414","369,888"
"20-27 150th St, Whitestone, NY 11357","968,000"
"3517 30th St, Long Island City, NY 11106","1,195,000"
"65-27 181st St, Fresh Meadows, NY 11365","1,138,000"
"(undisclosed Address), Jamaica, NY 11434","669,000"
"1039 116th St, Flushing, NY 11356","599,999"
"85-15 Main St PENTHOUSE H, Jamaica, NY 11435","234,888"
"115-47 219th St, Cambria Heights, NY 11411","625,000"
"113-15 34th Ave #5G, Corona, NY 11368","150,000"
"7736 Main St APT 3C, Flushing, NY 11367","319,000"
"125-05 84th Ave #E6, Kew Gardens, NY 11415","219,900"
"163-33 95th St, Howard Beach, NY 11414","729,999"
"110-47 84th Ave, Richmond Hill, NY 11418","1,050,000"
"73-31 217 #11364, Oakland Gardens, NY 11364","330,000"
"191-31 Foothill Ave, Hollis, NY 11423","988,000"
"13326 Avery Ave #1B, Flushing, NY 11355","498,000"
"117-19 123rd St, South Ozone Park, NY 11420","959,000"
"9910 60th Ave APT 1H, Corona, NY 11368","308,888"
"154 Beach 119 St, Rockaway Park, NY 11694","879,000"
"14711 41st Ave, Flushing, NY 11355","799,000"
"146-79 182nd St, Springfield Gardens, NY 11413","775,000"
"10-17 Jackson Ave PENTHOUSE 7G, Long Island City, NY 11101","1,995,000"
"84-10 153rd Ave APT 4N, Howard Beach, NY 11414","111,000"
"4609 204th St, Flushing, NY 11361","1,175,000"
"117-14 Union Tpke #BB3, Kew Gardens, NY 11415","208,888"
"80-12 Astoria Blvd, East Elmhurst, NY 11370","1,375,000"
"160-11 17th Ave FLOOR 1, Whitestone, NY 11357","279,800"
"18-11 160th St #549, Whitestone, NY 11357","265,000"
"8059 88th Rd, Jamaica, NY 11421","938,000"
"18-70 211th St #4K, Bayside, NY 11360","255,000"
"94-32 133rd Ave, Ozone Park, NY 11417","575,000"
"67-04 197th St FLOOR 2, Fresh Meadows, NY 11365","243,000"
"11225 34th Ave APT 4F, Corona, NY 11368","173,000"
"26-19 141st St #4F, Flushing, NY 11354","205,000"
"23-10 100th St, East Elmhurst, NY 11369","995,000"
"118-54 221st St, Cambria Heights, NY 11411","699,000"
"105-20 66th Rd APT 6C, Forest Hills, NY 11375","205,000"
"16406 109th Ave, Jamaica, NY 11433","369,000"
"84-40 153rd Ave APT 3J, Howard Beach, NY 11414","215,000"
"251-29 71st Rd #48A, Bellerose, NY 11426","219,000"
"89-41 97th St, Woodhaven, NY 11421","988,000"
"8451 Beverly Rd APT 5C, Kew Gardens, NY 11415","215,000"
"15902 Grand Central Pkwy, Jamaica, NY 11432","830,000"
"94-40 Magnolia Ct #2A, Ozone Park, NY 11417","495,000"
"18024 Grand Central Pkwy, Jamaica, NY 11432","4,190,000"
"8882 192nd St, Jamaica, NY 11423","1,498,000"
"155-12 33rd Ave, Flushing, NY 11354","1,399,000"
"8450 169th St APT 401, Jamaica, NY 11432","288,000"
"14595 179th St, Jamaica, NY 11434","350,000"
"243-56 144th Ave, Rosedale, NY 11422","960,000"
"144-12 Village Rd #63-C, Jamaica, NY 11435","428,888"
"3344 93rd St APT 3N, Jackson Heights, NY 11372","349,000"
"150-62 Village Rd #102GA, Jamaica, NY 11432","245,000"
"158-17 95th St, Howard Beach, NY 11414","1,049,000"
"31-90 140th St APT 1L, Flushing, NY 11354","238,000"
"214-23 Hillside Ave #23-A, Queens Village, NY 11427","309,900"
"224-07 Manor Rd, Queens Village, NY 11427","272,000"
"64-10 Cooper Ave #2FAMM, Ridgewood, NY 11385","948,888"
"13035 120th St, Jamaica, NY 11420","825,000"
"52-21 65th Pl APT 6K, Maspeth, NY 11378","335,000"
"21-47 33rd St APT 1G, Astoria, NY 11105","199,998"
"114-32 158th St, Jamaica, NY 11434","580,000"
"14614 Linden Blvd, Jamaica, NY 11436","799,000"
"182-30 143rd Ave, Springfield Gardens, NY 11413","649,000"
"3225 88th St, East Elmhurst, NY 11369","258,000"
"80-31 264th St, Glen Oaks, NY 11004","834,000"
"6902 Alderton St, Flushing, NY 11374","968,000"
"119-37 237th St, Cambria Heights, NY 11411","525,000"
"62-11 79th St, Middle Village, NY 11379","838,000"
"225 Park Ln, Douglaston, NY 11363","3,799,000"
"64-00 Saunders St #4G, Rego Park, NY 11374","339,000"
"26-16 Union St #6A, Flushing, NY 11354","238,000"
"14-33 31st Ave #3M, Astoria, NY 11106","789,000"
"3420 Parsons Blvd, Flushing, NY 11354","458,000"
"94-11 59th Ave APT D12, Elmhurst, NY 11373","179,000"
"11811 222nd St, Jamaica, NY 11411","620,000"
"147-21 258th St, Rosedale, NY 11422","549,999"
"65-23 223rd Pl #A, Oakland Gardens, NY 11364","278,000"
"42-28 214th Pl #1B, Bayside, NY 11361","489,000"
"18-05 215th St APT 10S, Bayside, NY 11360","439,000"
"32-20 89th St #E409, Jackson Heights, NY 11372","290,000"
"474 48th Ave #2D, Long Island City, NY 11109","588,888"
"23-50 79th St, East Elmhurst, NY 11370","1,049,000"
"182-15 144th Ave, Springfield Gardens, NY 11413","749,000"
"61-40 84th Pl, Middle Village, NY 11379","945,000"
"17-76 166th St #4-170, Whitestone, NY 11357","268,500"
"48-46 41st St, Sunnyside, NY 11104","1,499,998"
"116-18 168th St, Jamaica, NY 11434","559,000"
"77-20 Austin St #6-D, Forest Hills, NY 11375","319,000"
"13-36 Robin Ln #70U, Bayside, NY 11360","775,000"
"13965 86th Ave, Jamaica, NY 11435","659,000"
"149-32 Union Tpke #24E, Jamaica, NY 11435","145,000"
"117 Park Ln S #A2L, Kew Gardens, NY 11415","312,000"
"152-14 12th Ave, Whitestone, NY 11357","1,060,000"
"90-59 56th Ave #2K, Elmhurst, NY 11373","614,888"
"49-32 Annadale Ln, Little Neck, NY 11362","1,350,000"
"1040 Neilson St APT 6F, Far Rockaway, NY 11691","135,000"
"51-34 30th Ave APT 4L, Woodside, NY 11377","315,000"
"61-15 97th St #15P, Queens, NY 11374","290,000"
"65-29 223rd Pl #A, Oakland Gardens, NY 11364","359,000"
"6914 41st Ave APT 302, Flushing, NY 11377","599,000"
"21050 41st Ave APT 2G, Flushing, NY 11361","315,000"
"63-14 Queens Blvd #6P, Woodside, NY 11377","678,000"
"1830 Madison St, Ridgewood, NY 11385","1,199,000"
"16029 76th Rd, Flushing, NY 11366","986,000"
"82-49 61st Rd, Middle Village, NY 11379","829,000"
"14-11 31st Ave #1A, Astoria, NY 11106","358,000"
"67-25 Clyde St #6F, Forest Hills, NY 11375","425,000"
"7285 Calamus Ave, Flushing, NY 11377","774,999"
"99-60 63rd Rd #9U, Rego Park, NY 11374","269,000"
"84-20 153rd Ave #4K, Howard Beach, NY 11414","239,000"
"135-34 234th St, Rosedale, NY 11422","769,000"
"49-17 170th St, Fresh Meadows, NY 11365","929,000"
"111-50 75th Rd #42, Forest Hills, NY 11375","335,888"
"7-04 166th St APT 8B, Whitestone, NY 11357","328,000"
"210-15 23rd Ave #1B, Bayside, NY 11360","268,000"
"75-51 188th St, Fresh Meadows, NY 11366","1,150,000"
"117-01 225th St, Cambria Heights, NY 11411","535,000"
"104-20 68th Dr #B12, Forest Hills, NY 11375","709,000"
"43-10 44th St #3E, Sunnyside, NY 11104","295,000"
"7021 Calamus Ave, Flushing, NY 11377","1,149,000"
"129-31-135 Place, South Ozone Park, NY 11420","529,000"
"77-14 66th Rd, Middle Village, NY 11379","798,888"
"21525 111th Rd, Jamaica, NY 11429","370,000"
"11-42 31st Ave #3A, Astoria, NY 11106","499,000"
"10727 155th St, Jamaica, NY 11433","300,000"
"24319 144th Ave, Rosedale, NY 11422","650,000"
"22-12 119th St, College Pt, NY 11356","139,000"
"2440 160th St, Flushing, NY 11357","939,888"
"112-30 197th St, Saint Albans, NY 11412",1
"21-57 33rd St APT 4B, Astoria, NY 11105","265,000"
"4865 188th St, Flushing, NY 11365","938,888"
"21525 111th Rd, Jamaica, NY 11429","370,000"
"11-42 31st Ave #3A, Astoria, NY 11106","499,000"
"10727 155th St, Jamaica, NY 11433","300,000"
"24319 144th Ave, Rosedale, NY 11422","650,000"
"22-12 119th St, College Pt, NY 11356","139,000"
"2440 160th St, Flushing, NY 11357","939,888"
"112-30 197th St, Saint Albans, NY 11412",1
"21-57 33rd St APT 4B, Astoria, NY 11105","265,000"
"4865 188th St, Flushing, NY 11365","938,888"
"21525 111th Rd, Jamaica, NY 11429","370,000"
"11-42 31st Ave #3A, Astoria, NY 11106","499,000"
"10727 155th St, Jamaica, NY 11433","300,000"
"24319 144th Ave, Rosedale, NY 11422","650,000"
"22-12 119th St, College Pt, NY 11356","139,000"
"2440 160th St, Flushing, NY 11357","939,888"
"112-30 197th St, Saint Albans, NY 11412",1
"21-57 33rd St APT 4B, Astoria, NY 11105","265,000"
"4865 188th St, Flushing, NY 11365","938,888"
"21525 111th Rd, Jamaica, NY 11429","370,000"
"11-42 31st Ave #3A, Astoria, NY 11106","499,000"
"10727 155th St, Jamaica, NY 11433","300,000"
"24319 144th Ave, Rosedale, NY 11422","650,000"
"22-12 119th St, College Pt, NY 11356","139,000"
"2440 160th St, Flushing, NY 11357","939,888"
"112-30 197th St, Saint Albans, NY 11412",1
"21-57 33rd St APT 4B, Astoria, NY 11105","265,000"
"4865 188th St, Flushing, NY 11365","938,888"
"21525 111th Rd, Jamaica, NY 11429","370,000"
"11-42 31st Ave #3A, Astoria, NY 11106","499,000"
"10727 155th St, Jamaica, NY 11433","300,000"
"24319 144th Ave, Rosedale, NY 11422","650,000"
"22-12 119th St, College Pt, NY 11356","139,000"
"2440 160th St, Flushing, NY 11357","939,888"
"112-30 197th St, Saint Albans, NY 11412",1
"21-57 33rd St APT 4B, Astoria, NY 11105","265,000"
"4865 188th St, Flushing, NY 11365","938,888"
